gene_tissue_id,gene_id,label,value,unit,sample,platform
9973,99,Colon,"  3.7",RPKM,345,GTEx
9974,99,Kidney,"  4.8",RPKM," 32",GTEx
9975,99,"Urinary bladder","  5.5",RPKM," 11",GTEx
9976,99,Testis,"  4.6",RPKM,172,GTEx
9977,99,Prostate,"  4.6",RPKM,106,GTEx
9978,99,"Fallopian tube","  5.2",RPKM,"  6",GTEx
9979,99,Breast,"  4.9",RPKM,214,GTEx
9980,99,Vagina,"  4.7",RPKM," 96",GTEx
9981,99,"Cervix, uterine","  4.9",RPKM," 11",GTEx
9982,99,Endometrium,"  5.5",RPKM," 14",GTEx
9983,99,Ovary,"  6.0",RPKM," 97",GTEx
9984,99,"Adipose tissue","  5.5",RPKM,577,GTEx
9985,99,Skin,"  5.5",RPKM,607,GTEx
9986,99,Brain," 40.3","Tags Per Million","  1",FANTOM5
9987,99,"Pituitary gland",115.1,"Tags Per Million","  1",FANTOM5
9988,99,Hippocampus," 65.8","Tags Per Million","  2",FANTOM5
9989,99,Caudate," 72.7","Tags Per Million","  1",FANTOM5
9990,99,Cerebellum," 76.9","Tags Per Million","  2",FANTOM5
9991,99,Retina," 45.0","Tags Per Million","  1",FANTOM5
9992,99,"Thyroid gland"," 26.7","Tags Per Million","  1",FANTOM5
9993,99,Appendix," 11.6","Tags Per Million","  1",FANTOM5
9994,99,"Lymph node","  7.5","Tags Per Million","  1",FANTOM5
9995,99,Tonsil," 15.8","Tags Per Million","  1",FANTOM5
9996,99,Spleen," 26.5","Tags Per Million","  1",FANTOM5
9997,99,Thymus,"  4.9","Tags Per Million","  1",FANTOM5
9998,99,"Heart muscle"," 13.1","Tags Per Million","  2",FANTOM5
9999,99,"Skeletal muscle"," 13.8","Tags Per Million","  2",FANTOM5
10000,99,"Smooth muscle"," 21.7","Tags Per Million","  1",FANTOM5
10001,99,Lung," 22.2","Tags Per Million","  2",FANTOM5
10002,99,Liver,"  8.9","Tags Per Million","  1",FANTOM5
10003,99,Gallbladder," 21.9","Tags Per Million","  1",FANTOM5
10004,99,Pancreas,"  8.4","Tags Per Million","  1",FANTOM5
10005,99,"Salivary gland"," 21.1","Tags Per Million","  1",FANTOM5
10006,99,Esophagus," 22.1","Tags Per Million","  1",FANTOM5
10007,99,"Small intestine"," 16.9","Tags Per Million","  1",FANTOM5
10008,99,Colon," 20.5","Tags Per Million","  1",FANTOM5
10009,99,Kidney," 33.8","Tags Per Million","  1",FANTOM5
10010,99,"Urinary bladder"," 24.7","Tags Per Million","  1",FANTOM5
10011,99,Testis," 24.9","Tags Per Million","  2",FANTOM5
10012,99,Prostate," 28.8","Tags Per Million","  1",FANTOM5
10013,99,Epididymis," 19.8","Tags Per Million","  1",FANTOM5
10014,99,"Seminal vesicle"," 20.6","Tags Per Million","  1",FANTOM5
10015,99,Breast," 11.9","Tags Per Million","  1",FANTOM5
10016,99,Vagina," 23.2","Tags Per Million","  1",FANTOM5
10017,99,"Cervix, uterine"," 41.5","Tags Per Million","  1",FANTOM5
10018,99,Endometrium," 33.2","Tags Per Million","  1",FANTOM5
10019,99,Ovary," 23.1","Tags Per Million","  1",FANTOM5
10020,99,Placenta," 39.5","Tags Per Million","  1",FANTOM5
10021,99,"Adipose tissue"," 29.9","Tags Per Million","  1",FANTOM5
10022,100,"Cerebral cortex"," 41.8",TPM,"  3",HPA
10023,100,"Thyroid gland"," 63.0",TPM,"  5",HPA
10024,100,"Parathyroid gland"," 69.1",TPM,"  1",HPA
10025,100,"Adrenal gland"," 53.3",TPM,"  3",HPA
10026,100,Appendix," 30.4",TPM,"  3",HPA
10027,100,"Bone marrow"," 26.9",TPM,"  4",HPA
10028,100,"Lymph node"," 28.4",TPM,"  5",HPA
10029,100,Tonsil," 21.4",TPM,"  5",HPA
10030,100,Spleen," 33.9",TPM,"  5",HPA
10031,100,"Heart muscle"," 31.0",TPM,"  4",HPA
10032,100,"Skeletal muscle"," 25.6",TPM,"  5",HPA
10033,100,"Smooth muscle"," 36.6",TPM,"  3",HPA
10034,100,Lung," 38.5",TPM,"  9",HPA
10035,100,Liver," 19.5",TPM," 10",HPA
10036,100,Gallbladder," 46.3",TPM,"  3",HPA
10037,100,Pancreas,"  8.4",TPM,"  2",HPA
10038,100,"Salivary gland"," 20.2",TPM,"  3",HPA
10039,100,Esophagus," 30.0",TPM,"  3",HPA
10040,100,Stomach," 25.6",TPM,"  4",HPA
10041,100,Duodenum," 27.8",TPM,"  2",HPA
10042,100,"Small intestine"," 32.3",TPM,"  4",HPA
10043,100,Colon," 24.1",TPM," 13",HPA
10044,100,Rectum," 21.6",TPM,"  4",HPA
10045,100,Kidney," 36.9",TPM,"  9",HPA
10046,100,"Urinary bladder"," 41.7",TPM,"  2",HPA
10047,100,Testis," 15.2",TPM," 10",HPA
10048,100,Prostate," 44.3",TPM,"  9",HPA
10049,100,Epididymis,258.8,TPM,"  1",HPA
10050,100,"Seminal vesicle"," 48.4",TPM,"  3",HPA
10051,100,"Fallopian tube"," 48.0",TPM,"  5",HPA
10052,100,Breast," 31.6",TPM,"  4",HPA
10053,100,"Cervix, uterine"," 43.4",TPM,"  2",HPA
10054,100,Endometrium," 42.1",TPM,"  5",HPA
10055,100,Ovary," 34.3",TPM,"  3",HPA
10056,100,Placenta," 31.4",TPM,"  8",HPA
10057,100,"Adipose tissue"," 35.7",TPM,"  5",HPA
10058,100,Skin," 32.3",TPM,"  3",HPA
10059,100,"Pituitary gland"," 22.2",RPKM,103,GTEx
10060,100,Hypothalamus,"  9.7",RPKM," 96",GTEx
10061,100,"Cerebral cortex"," 12.4",RPKM,222,GTEx
10062,100,Hippocampus,"  8.8",RPKM," 94",GTEx
10063,100,Caudate," 10.9",RPKM,117,GTEx
10064,100,Cerebellum," 12.3",RPKM,230,GTEx
10065,100,"Thyroid gland"," 25.7",RPKM,323,GTEx
10066,100,"Adrenal gland"," 25.0",RPKM,145,GTEx
10067,100,Spleen," 24.8",RPKM,104,GTEx
10068,100,"Heart muscle"," 13.9",RPKM,412,GTEx
10069,100,"Skeletal muscle"," 15.9",RPKM,430,GTEx
10070,100,Lung," 19.2",RPKM,320,GTEx
10071,100,Liver," 12.9",RPKM,119,GTEx
10072,100,Pancreas," 13.7",RPKM,171,GTEx
10073,100,"Salivary gland"," 19.3",RPKM," 57",GTEx
10074,100,Esophagus," 12.1",RPKM,286,GTEx
10075,100,Stomach," 19.8",RPKM,193,GTEx
10076,100,"Small intestine"," 17.4",RPKM," 88",GTEx
10077,100,Colon," 17.0",RPKM,345,GTEx
10078,100,Kidney," 19.6",RPKM," 32",GTEx
10079,100,"Urinary bladder"," 17.8",RPKM," 11",GTEx
10080,100,Testis,"  5.8",RPKM,172,GTEx
10081,100,Prostate," 24.4",RPKM,106,GTEx
10082,100,"Fallopian tube"," 20.3",RPKM,"  6",GTEx
10083,100,Breast," 22.5",RPKM,214,GTEx
10084,100,Vagina," 17.5",RPKM," 96",GTEx
10085,100,"Cervix, uterine"," 22.3",RPKM," 11",GTEx
10086,100,Endometrium," 22.7",RPKM," 14",GTEx
10087,100,Ovary," 21.7",RPKM," 97",GTEx
10088,100,"Adipose tissue"," 21.2",RPKM,577,GTEx
10089,100,Skin," 16.8",RPKM,607,GTEx
10090,100,Brain," 45.1","Tags Per Million","  1",FANTOM5
10091,100,"Pituitary gland"," 59.9","Tags Per Million","  1",FANTOM5
10092,100,Hippocampus," 40.2","Tags Per Million","  2",FANTOM5
10093,100,Caudate," 65.9","Tags Per Million","  1",FANTOM5
10094,100,Cerebellum," 50.5","Tags Per Million","  2",FANTOM5
10095,100,Retina," 60.2","Tags Per Million","  1",FANTOM5
10096,100,"Thyroid gland"," 85.9","Tags Per Million","  1",FANTOM5
10097,100,Appendix," 41.9","Tags Per Million","  1",FANTOM5
10098,100,"Lymph node"," 34.0","Tags Per Million","  1",FANTOM5
10099,100,Tonsil," 49.5","Tags Per Million","  1",FANTOM5
10100,100,Spleen," 28.0","Tags Per Million","  1",FANTOM5
10101,100,Thymus," 47.7","Tags Per Million","  1",FANTOM5
10102,100,"Heart muscle"," 42.1","Tags Per Million","  2",FANTOM5
10103,100,"Skeletal muscle"," 76.5","Tags Per Million","  2",FANTOM5
10104,100,"Smooth muscle"," 26.6","Tags Per Million","  1",FANTOM5
10105,100,Lung," 35.3","Tags Per Million","  2",FANTOM5
10106,100,Liver," 62.3","Tags Per Million","  1",FANTOM5
10107,100,Gallbladder," 51.6","Tags Per Million","  1",FANTOM5
10108,100,Pancreas," 50.7","Tags Per Million","  1",FANTOM5
10109,100,"Salivary gland"," 74.3","Tags Per Million","  1",FANTOM5
10110,100,Esophagus," 35.3","Tags Per Million","  1",FANTOM5
10111,100,"Small intestine"," 46.9","Tags Per Million","  1",FANTOM5
10112,100,Colon," 55.3","Tags Per Million","  1",FANTOM5
10113,100,Kidney," 59.1","Tags Per Million","  1",FANTOM5
10114,100,"Urinary bladder"," 33.5","Tags Per Million","  1",FANTOM5
10115,100,Testis," 23.9","Tags Per Million","  2",FANTOM5
10116,100,Prostate," 42.4","Tags Per Million","  1",FANTOM5
10117,100,Epididymis,101.7,"Tags Per Million","  1",FANTOM5
10118,100,"Seminal vesicle"," 66.6","Tags Per Million","  1",FANTOM5
10119,100,Breast," 33.4","Tags Per Million","  1",FANTOM5
10120,100,Vagina," 24.5","Tags Per Million","  1",FANTOM5
10121,100,"Cervix, uterine"," 52.8","Tags Per Million","  1",FANTOM5
10122,100,Endometrium," 50.3","Tags Per Million","  1",FANTOM5
10123,100,Ovary," 43.0","Tags Per Million","  1",FANTOM5
10124,100,Placenta," 61.8","Tags Per Million","  1",FANTOM5
10125,100,"Adipose tissue"," 35.9","Tags Per Million","  1",FANTOM5
10126,101,"Cerebral cortex"," 54.1",TPM,"  3",HPA
10127,101,"Thyroid gland"," 48.8",TPM,"  5",HPA
10128,101,"Parathyroid gland"," 51.1",TPM,"  1",HPA
10129,101,"Adrenal gland"," 43.9",TPM,"  3",HPA
10130,101,Appendix," 22.3",TPM,"  3",HPA
10131,101,"Bone marrow"," 31.9",TPM,"  4",HPA
10132,101,"Lymph node"," 20.9",TPM,"  5",HPA
10133,101,Tonsil," 20.7",TPM,"  5",HPA
10134,101,Spleen," 31.6",TPM,"  5",HPA
10135,101,"Heart muscle"," 22.3",TPM,"  4",HPA
10136,101,"Skeletal muscle","  6.3",TPM,"  5",HPA
10137,101,"Smooth muscle"," 35.2",TPM,"  3",HPA
10138,101,Lung," 39.7",TPM,"  9",HPA
10139,101,Liver," 13.0",TPM," 10",HPA
10140,101,Gallbladder," 51.6",TPM,"  3",HPA
10141,101,Pancreas,"  8.5",TPM,"  2",HPA
10142,101,"Salivary gland"," 16.5",TPM,"  3",HPA
10143,101,Esophagus," 48.7",TPM,"  3",HPA
10144,101,Stomach," 31.9",TPM,"  4",HPA
10145,101,Duodenum," 24.8",TPM,"  2",HPA
10146,101,"Small intestine"," 32.0",TPM,"  4",HPA
10147,101,Colon," 26.6",TPM," 13",HPA
10148,101,Rectum," 25.4",TPM,"  4",HPA
10149,101,Kidney," 31.1",TPM,"  9",HPA
10150,101,"Urinary bladder"," 31.1",TPM,"  2",HPA
10151,101,Testis," 82.9",TPM," 10",HPA
10152,101,Prostate," 46.3",TPM,"  9",HPA
10153,101,Epididymis," 32.3",TPM,"  1",HPA
10154,101,"Seminal vesicle"," 34.7",TPM,"  3",HPA
10155,101,"Fallopian tube"," 57.4",TPM,"  5",HPA
10156,101,Breast," 31.1",TPM,"  4",HPA
10157,101,"Cervix, uterine"," 43.3",TPM,"  2",HPA
10158,101,Endometrium," 44.2",TPM,"  5",HPA
10159,101,Ovary," 34.1",TPM,"  3",HPA
10160,101,Placenta," 31.8",TPM,"  8",HPA
10161,101,"Adipose tissue"," 33.4",TPM,"  5",HPA
10162,101,Skin," 36.6",TPM,"  3",HPA
10163,101,"Pituitary gland"," 36.9",RPKM,103,GTEx
10164,101,Hypothalamus," 28.7",RPKM," 96",GTEx
10165,101,"Cerebral cortex"," 26.5",RPKM,222,GTEx
10166,101,Hippocampus," 26.9",RPKM," 94",GTEx
10167,101,Caudate," 26.5",RPKM,117,GTEx
10168,101,Cerebellum," 33.7",RPKM,230,GTEx
10169,101,"Thyroid gland"," 29.5",RPKM,323,GTEx
10170,101,"Adrenal gland"," 30.6",RPKM,145,GTEx
10171,101,Spleen," 26.4",RPKM,104,GTEx
10172,101,"Heart muscle"," 13.4",RPKM,412,GTEx
10173,101,"Skeletal muscle","  9.1",RPKM,430,GTEx
10174,101,Lung," 27.5",RPKM,320,GTEx
10175,101,Liver," 14.4",RPKM,119,GTEx
10176,101,Pancreas," 23.3",RPKM,171,GTEx
10177,101,"Salivary gland"," 34.7",RPKM," 57",GTEx
10178,101,Esophagus," 41.3",RPKM,286,GTEx
10179,101,Stomach," 26.0",RPKM,193,GTEx
10180,101,"Small intestine"," 24.3",RPKM," 88",GTEx
10181,101,Colon," 25.4",RPKM,345,GTEx
10182,101,Kidney," 26.7",RPKM," 32",GTEx
10183,101,"Urinary bladder"," 28.2",RPKM," 11",GTEx
10184,101,Testis," 46.5",RPKM,172,GTEx
10185,101,Prostate," 38.6",RPKM,106,GTEx
10186,101,"Fallopian tube"," 33.1",RPKM,"  6",GTEx
10187,101,Breast," 32.0",RPKM,214,GTEx
10188,101,Vagina," 35.4",RPKM," 96",GTEx
10189,101,"Cervix, uterine"," 33.4",RPKM," 11",GTEx
10190,101,Endometrium," 30.7",RPKM," 14",GTEx
10191,101,Ovary," 41.6",RPKM," 97",GTEx
10192,101,"Adipose tissue"," 28.6",RPKM,577,GTEx
10193,101,Skin," 32.6",RPKM,607,GTEx
10194,101,Brain," 59.4","Tags Per Million","  1",FANTOM5
10195,101,"Pituitary gland",117.2,"Tags Per Million","  1",FANTOM5
10196,101,Hippocampus,115.2,"Tags Per Million","  2",FANTOM5
10197,101,Caudate,110.6,"Tags Per Million","  1",FANTOM5
10198,101,Cerebellum,121.3,"Tags Per Million","  2",FANTOM5
10199,101,Retina," 63.6","Tags Per Million","  1",FANTOM5
10200,101,"Thyroid gland"," 51.2","Tags Per Million","  1",FANTOM5
10201,101,Appendix," 59.3","Tags Per Million","  1",FANTOM5
10202,101,"Lymph node"," 54.9","Tags Per Million","  1",FANTOM5
10203,101,Tonsil," 75.8","Tags Per Million","  1",FANTOM5
10204,101,Spleen," 37.3","Tags Per Million","  1",FANTOM5
10205,101,Thymus," 20.0","Tags Per Million","  1",FANTOM5
10206,101,"Heart muscle"," 51.7","Tags Per Million","  2",FANTOM5
10207,101,"Skeletal muscle"," 43.6","Tags Per Million","  2",FANTOM5
10208,101,"Smooth muscle"," 66.6","Tags Per Million","  1",FANTOM5
10209,101,Lung," 57.0","Tags Per Million","  2",FANTOM5
10210,101,Liver," 46.9","Tags Per Million","  1",FANTOM5
10211,101,Gallbladder," 66.8","Tags Per Million","  1",FANTOM5
10212,101,Pancreas," 82.7","Tags Per Million","  1",FANTOM5
10213,101,"Salivary gland"," 65.7","Tags Per Million","  1",FANTOM5
10214,101,Esophagus," 51.2","Tags Per Million","  1",FANTOM5
10215,101,"Small intestine"," 63.4","Tags Per Million","  1",FANTOM5
10216,101,Colon," 54.7","Tags Per Million","  1",FANTOM5
10217,101,Kidney," 65.1","Tags Per Million","  1",FANTOM5
10218,101,"Urinary bladder"," 51.1","Tags Per Million","  1",FANTOM5
10219,101,Testis,145.2,"Tags Per Million","  2",FANTOM5
10220,101,Prostate," 46.8","Tags Per Million","  1",FANTOM5
10221,101,Epididymis," 64.6","Tags Per Million","  1",FANTOM5
10222,101,"Seminal vesicle"," 62.4","Tags Per Million","  1",FANTOM5
10223,101,Breast," 77.0","Tags Per Million","  1",FANTOM5
10224,101,Vagina," 57.5","Tags Per Million","  1",FANTOM5
10225,101,"Cervix, uterine"," 55.9","Tags Per Million","  1",FANTOM5
10226,101,Endometrium," 65.6","Tags Per Million","  1",FANTOM5
10227,101,Ovary," 55.2","Tags Per Million","  1",FANTOM5
10228,101,Placenta," 44.9","Tags Per Million","  1",FANTOM5
10229,101,"Adipose tissue"," 40.7","Tags Per Million","  1",FANTOM5
10230,102,"Cerebral cortex",12.3,TPM,"  3",HPA
10231,102,"Thyroid gland",35.8,TPM,"  5",HPA
10232,102,"Parathyroid gland",33.8,TPM,"  1",HPA
10233,102,"Adrenal gland",17.0,TPM,"  3",HPA
10234,102,Appendix,19.3,TPM,"  3",HPA
10235,102,"Bone marrow",17.2,TPM,"  4",HPA
10236,102,"Lymph node",10.0,TPM,"  5",HPA
10237,102,Tonsil,15.2,TPM,"  5",HPA
10238,102,Spleen,13.7,TPM,"  5",HPA
10239,102,"Heart muscle",52.1,TPM,"  4",HPA
10240,102,"Skeletal muscle",43.0,TPM,"  5",HPA
10241,102,"Smooth muscle",27.7,TPM,"  3",HPA
10242,102,Lung,26.3,TPM,"  9",HPA
10243,102,Liver," 9.5",TPM," 10",HPA
10244,102,Gallbladder,37.2,TPM,"  3",HPA
10245,102,Pancreas," 5.8",TPM,"  2",HPA
10246,102,"Salivary gland",18.0,TPM,"  3",HPA
10247,102,Esophagus,16.7,TPM,"  3",HPA
10248,102,Stomach,15.8,TPM,"  4",HPA
10249,102,Duodenum,13.0,TPM,"  2",HPA
10250,102,"Small intestine",15.0,TPM,"  4",HPA
10251,102,Colon,35.7,TPM," 13",HPA
10252,102,Rectum,42.8,TPM,"  4",HPA
10253,102,Kidney,34.4,TPM,"  9",HPA
10254,102,"Urinary bladder",26.4,TPM,"  2",HPA
10255,102,Testis,18.1,TPM," 10",HPA
10256,102,Prostate,27.8,TPM,"  9",HPA
10257,102,Epididymis,18.0,TPM,"  1",HPA
10258,102,"Seminal vesicle",25.6,TPM,"  3",HPA
10259,102,"Fallopian tube"," 9.5",TPM,"  5",HPA
10260,102,Breast,35.4,TPM,"  4",HPA
10261,102,"Cervix, uterine",50.4,TPM,"  2",HPA
10262,102,Endometrium,22.6,TPM,"  5",HPA
10263,102,Ovary,12.5,TPM,"  3",HPA
10264,102,Placenta,90.1,TPM,"  8",HPA
10265,102,"Adipose tissue",31.0,TPM,"  5",HPA
10266,102,Skin," 8.1",TPM,"  3",HPA
10267,102,"Pituitary gland",13.1,RPKM,103,GTEx
10268,102,Hypothalamus," 3.1",RPKM," 96",GTEx
10269,102,"Cerebral cortex"," 4.0",RPKM,222,GTEx
10270,102,Hippocampus," 3.1",RPKM," 94",GTEx
10271,102,Caudate," 3.6",RPKM,117,GTEx
10272,102,Cerebellum," 7.5",RPKM,230,GTEx
10273,102,"Thyroid gland",13.8,RPKM,323,GTEx
10274,102,"Adrenal gland",12.4,RPKM,145,GTEx
10275,102,Spleen," 9.7",RPKM,104,GTEx
10276,102,"Heart muscle",20.0,RPKM,412,GTEx
10277,102,"Skeletal muscle",29.0,RPKM,430,GTEx
10278,102,Lung,19.6,RPKM,320,GTEx
10279,102,Liver," 5.8",RPKM,119,GTEx
10280,102,Pancreas,11.3,RPKM,171,GTEx
10281,102,"Salivary gland",37.1,RPKM," 57",GTEx
10282,102,Esophagus," 8.5",RPKM,286,GTEx
10283,102,Stomach,17.0,RPKM,193,GTEx
10284,102,"Small intestine",10.3,RPKM," 88",GTEx
10285,102,Colon,13.5,RPKM,345,GTEx
10286,102,Kidney,12.6,RPKM," 32",GTEx
10287,102,"Urinary bladder",12.1,RPKM," 11",GTEx
10288,102,Testis," 7.0",RPKM,172,GTEx
10289,102,Prostate,10.6,RPKM,106,GTEx
10290,102,"Fallopian tube",10.6,RPKM,"  6",GTEx
10291,102,Breast,22.3,RPKM,214,GTEx
10292,102,Vagina,10.1,RPKM," 96",GTEx
10293,102,"Cervix, uterine",14.2,RPKM," 11",GTEx
10294,102,Endometrium,12.1,RPKM," 14",GTEx
10295,102,Ovary," 8.2",RPKM," 97",GTEx
10296,102,"Adipose tissue",19.6,RPKM,577,GTEx
10297,102,Skin,13.6,RPKM,607,GTEx
10298,102,Brain,10.2,"Tags Per Million","  1",FANTOM5
10299,102,"Pituitary gland",43.7,"Tags Per Million","  1",FANTOM5
10300,102,Hippocampus,16.3,"Tags Per Million","  2",FANTOM5
10301,102,Caudate,12.3,"Tags Per Million","  1",FANTOM5
10302,102,Cerebellum,27.4,"Tags Per Million","  2",FANTOM5
10303,102,Retina,33.5,"Tags Per Million","  1",FANTOM5
10304,102,"Thyroid gland",22.6,"Tags Per Million","  1",FANTOM5
10305,102,Appendix,19.7,"Tags Per Million","  1",FANTOM5
10306,102,"Lymph node",21.7,"Tags Per Million","  1",FANTOM5
10307,102,Tonsil,27.4,"Tags Per Million","  1",FANTOM5
10308,102,Spleen,19.6,"Tags Per Million","  1",FANTOM5
10309,102,Thymus," 4.5","Tags Per Million","  1",FANTOM5
10310,102,"Heart muscle",56.8,"Tags Per Million","  2",FANTOM5
10311,102,"Skeletal muscle",73.9,"Tags Per Million","  2",FANTOM5
10312,102,"Smooth muscle",19.9,"Tags Per Million","  1",FANTOM5
10313,102,Lung,34.5,"Tags Per Million","  2",FANTOM5
10314,102,Liver,20.4,"Tags Per Million","  1",FANTOM5
10315,102,Gallbladder,21.7,"Tags Per Million","  1",FANTOM5
10316,102,Pancreas,48.9,"Tags Per Million","  1",FANTOM5
10317,102,"Salivary gland",59.4,"Tags Per Million","  1",FANTOM5
10318,102,Esophagus,15.7,"Tags Per Million","  1",FANTOM5
10319,102,"Small intestine",16.0,"Tags Per Million","  1",FANTOM5
10320,102,Colon,26.6,"Tags Per Million","  1",FANTOM5
10321,102,Kidney,46.7,"Tags Per Million","  1",FANTOM5
10322,102,"Urinary bladder",21.8,"Tags Per Million","  1",FANTOM5
10323,102,Testis,13.9,"Tags Per Million","  2",FANTOM5
10324,102,Prostate,15.5,"Tags Per Million","  1",FANTOM5
10325,102,Epididymis,31.1,"Tags Per Million","  1",FANTOM5
10326,102,"Seminal vesicle",46.5,"Tags Per Million","  1",FANTOM5
10327,102,Breast,33.4,"Tags Per Million","  1",FANTOM5
10328,102,Vagina,20.6,"Tags Per Million","  1",FANTOM5
10329,102,"Cervix, uterine",20.3,"Tags Per Million","  1",FANTOM5
10330,102,Endometrium,19.4,"Tags Per Million","  1",FANTOM5
10331,102,Ovary,12.0,"Tags Per Million","  1",FANTOM5
10332,102,Placenta,69.6,"Tags Per Million","  1",FANTOM5
10333,102,"Adipose tissue",38.3,"Tags Per Million","  1",FANTOM5
10334,103,"Cerebral cortex"," 63.1",TPM,"  3",HPA
10335,103,"Thyroid gland"," 45.8",TPM,"  5",HPA
10336,103,"Parathyroid gland"," 52.4",TPM,"  1",HPA
10337,103,"Adrenal gland"," 30.8",TPM,"  3",HPA
10338,103,Appendix," 30.6",TPM,"  3",HPA
10339,103,"Bone marrow"," 28.8",TPM,"  4",HPA
10340,103,"Lymph node"," 34.2",TPM,"  5",HPA
10341,103,Tonsil," 26.7",TPM,"  5",HPA
10342,103,Spleen," 35.4",TPM,"  5",HPA
10343,103,"Heart muscle"," 24.7",TPM,"  4",HPA
10344,103,"Skeletal muscle"," 13.3",TPM,"  5",HPA
10345,103,"Smooth muscle"," 39.6",TPM,"  3",HPA
10346,103,Lung," 38.8",TPM,"  9",HPA
10347,103,Liver," 17.2",TPM," 10",HPA
10348,103,Gallbladder," 36.1",TPM,"  3",HPA
10349,103,Pancreas,"  7.8",TPM,"  2",HPA
10350,103,"Salivary gland"," 18.7",TPM,"  3",HPA
10351,103,Esophagus," 32.9",TPM,"  3",HPA
10352,103,Stomach," 22.6",TPM,"  4",HPA
10353,103,Duodenum," 24.8",TPM,"  2",HPA
10354,103,"Small intestine"," 23.9",TPM,"  4",HPA
10355,103,Colon," 22.5",TPM," 13",HPA
10356,103,Rectum," 22.1",TPM,"  4",HPA
10357,103,Kidney," 29.3",TPM,"  9",HPA
10358,103,"Urinary bladder"," 32.7",TPM,"  2",HPA
10359,103,Testis," 92.7",TPM," 10",HPA
10360,103,Prostate," 46.3",TPM,"  9",HPA
10361,103,Epididymis," 32.0",TPM,"  1",HPA
10362,103,"Seminal vesicle"," 39.7",TPM,"  3",HPA
10363,103,"Fallopian tube"," 47.4",TPM,"  5",HPA
10364,103,Breast," 32.0",TPM,"  4",HPA
10365,103,"Cervix, uterine"," 34.7",TPM,"  2",HPA
10366,103,Endometrium," 41.3",TPM,"  5",HPA
10367,103,Ovary," 34.8",TPM,"  3",HPA
10368,103,Placenta," 46.9",TPM,"  8",HPA
10369,103,"Adipose tissue"," 34.5",TPM,"  5",HPA
10370,103,Skin," 43.9",TPM,"  3",HPA
10371,103,"Pituitary gland"," 15.8",RPKM,103,GTEx
10372,103,Hypothalamus," 12.4",RPKM," 96",GTEx
10373,103,"Cerebral cortex"," 15.4",RPKM,222,GTEx
10374,103,Hippocampus," 10.9",RPKM," 94",GTEx
10375,103,Caudate," 11.6",RPKM,117,GTEx
10376,103,Cerebellum," 16.6",RPKM,230,GTEx
10377,103,"Thyroid gland"," 14.2",RPKM,323,GTEx
10378,103,"Adrenal gland"," 11.7",RPKM,145,GTEx
10379,103,Spleen," 16.8",RPKM,104,GTEx
10380,103,"Heart muscle","  7.8",RPKM,412,GTEx
10381,103,"Skeletal muscle","  6.6",RPKM,430,GTEx
10382,103,Lung," 12.8",RPKM,320,GTEx
10383,103,Liver,"  8.1",RPKM,119,GTEx
10384,103,Pancreas,"  8.8",RPKM,171,GTEx
10385,103,"Salivary gland"," 12.9",RPKM," 57",GTEx
10386,103,Esophagus," 12.4",RPKM,286,GTEx
10387,103,Stomach," 12.4",RPKM,193,GTEx
10388,103,"Small intestine"," 11.9",RPKM," 88",GTEx
10389,103,Colon," 12.0",RPKM,345,GTEx
10390,103,Kidney," 12.6",RPKM," 32",GTEx
10391,103,"Urinary bladder"," 12.7",RPKM," 11",GTEx
10392,103,Testis," 29.5",RPKM,172,GTEx
10393,103,Prostate," 15.7",RPKM,106,GTEx
10394,103,"Fallopian tube"," 12.2",RPKM,"  6",GTEx
10395,103,Breast," 14.0",RPKM,214,GTEx
10396,103,Vagina," 13.6",RPKM," 96",GTEx
10397,103,"Cervix, uterine"," 13.8",RPKM," 11",GTEx
10398,103,Endometrium," 14.7",RPKM," 14",GTEx
10399,103,Ovary," 14.0",RPKM," 97",GTEx
10400,103,"Adipose tissue"," 12.5",RPKM,577,GTEx
10401,103,Skin," 18.3",RPKM,607,GTEx
10402,103,Brain," 56.4","Tags Per Million","  1",FANTOM5
10403,103,"Pituitary gland"," 75.5","Tags Per Million","  1",FANTOM5
10404,103,Hippocampus," 70.8","Tags Per Million","  2",FANTOM5
10405,103,Caudate," 63.0","Tags Per Million","  1",FANTOM5
10406,103,Cerebellum," 73.6","Tags Per Million","  2",FANTOM5
10407,103,Retina," 56.3","Tags Per Million","  1",FANTOM5
10408,103,"Thyroid gland"," 48.3","Tags Per Million","  1",FANTOM5
10409,103,Appendix," 38.8","Tags Per Million","  1",FANTOM5
10410,103,"Lymph node"," 28.8","Tags Per Million","  1",FANTOM5
10411,103,Tonsil," 45.1","Tags Per Million","  1",FANTOM5
10412,103,Spleen," 30.9","Tags Per Million","  1",FANTOM5
10413,103,Thymus," 50.4","Tags Per Million","  1",FANTOM5
10414,103,"Heart muscle"," 42.1","Tags Per Million","  2",FANTOM5
10415,103,"Skeletal muscle"," 32.1","Tags Per Million","  2",FANTOM5
10416,103,"Smooth muscle"," 31.0","Tags Per Million","  1",FANTOM5
10417,103,Lung," 38.9","Tags Per Million","  2",FANTOM5
10418,103,Liver," 29.3","Tags Per Million","  1",FANTOM5
10419,103,Gallbladder," 36.2","Tags Per Million","  1",FANTOM5
10420,103,Pancreas," 45.1","Tags Per Million","  1",FANTOM5
10421,103,"Salivary gland"," 46.9","Tags Per Million","  1",FANTOM5
10422,103,Esophagus," 30.6","Tags Per Million","  1",FANTOM5
